pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
10997580,0168-0102,,Shingai R,,Durations and frequencies of free locomotion in wild type and GABAergic mutants of Caenorhabditis elegans.,Neurosci Res,2.904
10985349,0896-6273,1097-4199,Rand JB,PMC4704990,RIC-8 (Synembryn): a novel conserved protein that is required for G(q)alpha signaling in the C. elegans nervous system.,Neuron,18.688
10854422,0021-9258,,Freedman JH,,Aspartic proteases from the nematode Caenorhabditis elegans. Structural organization and developmental and cell-specific expression of asp-1.,J Biol Chem,
10926783,0012-1606,,Han M,,sem-4 promotes vulval cell-fate determination in Caenorhabditis elegans through regulation of lin-39 Hox.,Dev Biol,3.148
10983970,1097-2765,,Horvitz HR,,The survivin-like C. elegans BIR-1 protein acts with the Aurora-like kinase AIR-2 to affect chromosomes and the spindle midzone.,Mol Cell,19.328
10983990,1097-2765,,Seydoux G,,Asymmetric segregation of PIE-1 in C. elegans is mediated by two complementary mechanisms that act through separate PIE-1 protein domains.,Mol Cell,19.328
10846174,0021-9258,,Núñez G,,Disruption of the CED-9.CED-4 complex by EGL-1 is a critical step for programmed cell death in Caenorhabditis elegans.,J Biol Chem,
10965035,0021-924X,,Matsumoto I,,"Ligand-binding properties of annexin from Caenorhabditis elegans (annexin XVI, Nex-1).",J Biochem,3.241
10978280,0016-6731,,Sengupta P,PMC1461244,egl-4 acts through a transforming growth factor-beta/SMAD pathway in Caenorhabditis elegans to regulate multiple neuronal circuits in response to sensory cues.,Genetics,4.402
10970880,0890-9369,,Emmons SW,PMC316889,A C. elegans mediator protein confers regulatory selectivity on lineage-specific expression of a transcription factor gene.,Genes Dev,12.89
10970881,0890-9369,,Anderson P,PMC316897,Unproductively spliced ribosomal protein mRNAs are natural targets of mRNA surveillance in C. elegans.,Genes Dev,12.89
10974557,0378-1119,,Horvitz HR,,"The C. elegans gene lin-9,which acts in an Rb-related pathway, is required for gonadal sheath cell development and encodes a novel protein.",Gene,3.913
10903169,0950-1991,,Priess JR,,Left-right asymmetry in C. elegans intestine organogenesis involves a LIN-12/Notch signaling pathway.,Development,6.862
10993067,0028-0836,,St George-Hyslop P,,Nicastrin modulates presenilin-mediated notch/glp-1 signal transduction and betaAPP processing.,Nature,69.504
10950924,0888-7543,,Antonarakis SE,,"C21orf5, a novel human chromosome 21 gene, has a Caenorhabditis elegans ortholog (pad-1) required for embryonic patterning.",Genomics,4.31
10959838,0960-9822,,Brenner C,,Crystal structure of the worm NitFhit Rosetta Stone protein reveals a Nit tetramer binding two Fhit dimers.,Curr Biol,10.9
11003841,0950-1991,1477-9129,Strome S,PMC2435362,"MES-1, a protein required for unequal divisions of the germline in early C. elegans embryos, resembles receptor tyrosine kinases and is localized to the boundary between the germline and gut cells.",Development,6.862
11003845,0950-1991,,Zarkower D,,Mab-3 is a direct tra-1 target gene regulating diverse aspects of C. elegans male sexual development and behavior.,Development,6.862
10988072,0036-8075,,Mango SE,,A link between RNA interference and nonsense-mediated decay in Caenorhabditis elegans.,Science,63.714
11016841,0026-8925,,Higashitani A,,"Characterization of Ce-atl-1, an ATM-like gene from Caenorhabditis elegans.",Mol Gen Genet,
10889207,0021-9258,,Corbett AH,,The mechanism of ran import into the nucleus by nuclear transport factor 2.,J Biol Chem,
10971653,1356-9597,,Hirose S,,"The conserved nuclear receptor Ftz-F1 is required for embryogenesis, moulting and reproduction in Caenorhabditis elegans.",Genes Cells,2.3
10970871,0261-4189,1460-2075,Toyonaga R,PMC302062,The Rab3 GDP/GTP exchange factor homolog AEX-3 has a dual function in synaptic transmission.,EMBO J,14.012
10973497,0027-8424,1091-6490,Alexander-Bridges MC,PMC27038,DAF-16 recruits the CREB-binding protein coactivator complex to the insulin-like growth factor binding protein 1 promoter in HepG2 cells.,Proc Natl Acad Sci U S A,12.779
10982402,1059-1524,,Wilson KL,PMC14977,"C. elegans nuclear envelope proteins emerin, MAN1, lamin, and nucleoporins reveal unique timing of nuclear envelope breakdown during mitosis.",Mol Biol Cell,3.612
10982409,1059-1524,,Bargmann CI,PMC14984,"Neuronal cell shape and neurite initiation are regulated by the Ndr kinase SAX-1, a member of the Orb6/COT-1/warts serine/threonine kinase family.",Mol Biol Cell,3.612
10846178,0021-9258,,Futai M,,Requirement of V-ATPase for ovulation and embryogenesis in Caenorhabditis elegans.,J Biol Chem,
10903569,1097-6256,,Salkoff L,,"SLO-2, a K+ channel with an unusual Cl- dependence.",Nat Neurosci,28.771
11005858,0027-8424,1091-6490,Selleck SB,PMC27110,"sqv-3, -7, and -8, a set of genes affecting morphogenesis in Caenorhabditis elegans, encode enzymes required for glycosaminoglycan biosynthesis.",Proc Natl Acad Sci U S A,12.779
11030340,1097-2765,,Kim SK,,A global profile of germline gene expression in C. elegans.,Mol Cell,19.328
11030341,1097-2765,,Okano H,,Components of the SWI/SNF complex are required for asymmetric cell division in C. elegans.,Mol Cell,19.328
11030349,1097-2765,,Mango SE,,The TBP-like factor CeTLF is required to activate RNA polymerase II transcription during C. elegans embryogenesis.,Mol Cell,19.328
11030350,1097-2765,,Tora L,,TBP-like factor is required for embryonic RNA polymerase II transcription in C. elegans.,Mol Cell,19.328
11021802,0036-8075,,Ruvkun G,,Regulation of C. elegans life-span by insulinlike signaling in the nervous system.,Science,63.714
10992323,1526-954X,,Bürglin TR,,A steep thermal gradient thermotaxis assay for the nematode Caenorhabditis elegans.,Genesis,2.389
10993673,0012-1606,,Bürglin TR,,The Caenorhabditis elegans Ldb/NLI/Clim orthologue ldb-1 is required for neuronal function.,Dev Biol,3.148
10993677,0012-1606,,Schafer WR,,Voltage-gated calcium channels direct neuronal migration in Caenorhabditis elegans.,Dev Biol,3.148
10993679,0012-1606,,Stern MJ,,Mechanisms controlling sex myoblast migration in Caenorhabditis elegans hermaphrodites.,Dev Biol,3.148
10993680,0012-1606,,Candido EP,,The NED-8 conjugating system in Caenorhabditis elegans is required for embryogenesis and terminal differentiation of the hypodermis.,Dev Biol,3.148
11009608,0006-2960,,Covello PS,,Characterization of the regiochemistry and cryptoregiochemistry of a Caenorhabditis elegans fatty acid desaturase (FAT-1) expressed in Saccharomyces cerevisiae.,Biochemistry,3.321
10871881,0968-0004,,Margolis B,,"L27, a novel heterodimerization domain in receptor targeting proteins Lin-2 and Lin-7.",Trends Biochem Sci,14.264
11043553,0959-4965,,St George-Hyslop P,,Mutation of the conserved N-terminal cysteine (Cys92) of human presenilin 1 causes increased A beta42 secretion in mammalian cells but impaired Notch/lin-12 signalling in C. elegans.,Neuroreport,1.703
11029035,1059-1524,,Dosch HM,PMC14991,"The diabetes autoantigen ICA69 and its Caenorhabditis elegans homologue, ric-19, are conserved regulators of neuroendocrine secretion.",Mol Biol Cell,3.612
11029047,1059-1524,,Rand JB,PMC15005,Expression of multiple UNC-13 proteins in the Caenorhabditis elegans nervous system.,Mol Biol Cell,3.612
23604840,2152-4041,,Vanfleteren JR,PMC3455783,Patterns of metabolic activity during aging of the wild type and longevity mutants of Caenorhabditis elegans.,J Am Aging Assoc,
11027209,0270-6474,1529-2401,Salkoff L,PMC6772866,Mutants of a temperature-sensitive two-P domain potassium channel.,J Neurosci,6.709
11014811,0016-6731,,Villeneuve AM,PMC1461284,Caenorhabditis elegans msh-5 is required for both normal and radiation-induced meiotic crossing over but not for completion of meiosis.,Genetics,4.402
11014812,0016-6731,,Waterston RH,PMC1461287,A region of the myosin rod important for interaction with paramyosin in Caenorhabditis elegans striated muscle.,Genetics,4.402
11018015,0890-9369,,Sengupta P,PMC316968,The forkhead domain gene unc-130 generates chemosensory neuron diversity in C. elegans.,Genes Dev,12.89
11018016,0890-9369,,Culotti JG,PMC316974,The forkhead transcription factor UNC-130 is required for the graded spatial expression of the UNC-129 TGF-beta guidance factor in C. elegans.,Genes Dev,12.89
11013217,0261-4189,1460-2075,Ohshima Y,PMC302092,"A Caenorhabditis elegans MAP kinase kinase, MEK-1, is involved in stress responses.",EMBO J,14.012
10952902,0950-1991,,Han M,,"Mutations in cye-1, a Caenorhabditis elegans cyclin E homolog, reveal coordination between cell-cycle control and vulval development.",Development,6.862
10996789,0960-9822,,Ségalat L,,Genetic suppression of phenotypes arising from mutations in dystrophin-related genes in Caenorhabditis elegans.,Curr Biol,10.9
10996790,0960-9822,,Labouesse M,,"CHE-14, a protein with a sterol-sensing domain, is required for apical sorting in C. elegans ectodermal epithelial cells.",Curr Biol,10.9
11032868,0022-3042,,Cho NJ,,"Characterization of GAR-2, a novel G protein-linked acetylcholine receptor from Caenorhabditis elegans.",J Neurochem,5.546
11050385,0960-9822,,Glotzer M,,Incenp and an aurora-like kinase form a complex essential for chromosome segregation and efficient completion of cytokinesis.,Curr Biol,10.9
10835430,0021-9258,,Kaufman RJ,,Ligand-independent dimerization activates the stress response kinases IRE1 and PERK in the lumen of the endoplasmic reticulum.,J Biol Chem,
11025529,0749-503X,1097-0061,Hartig A,PMC2448379,Predicting the function and subcellular location of Caenorhabditis elegans proteins similar to Saccharomyces cerevisiae beta-oxidation enzymes.,Yeast,3.325
11040214,0890-9369,,Wickens M,PMC316992,CPEB proteins control two key steps in spermatogenesis in C. elegans.,Genes Dev,12.89
11027303,0027-8424,1091-6490,Xue D,PMC17269,Demonstration of the in vivo interaction of key cell death regulators by structure-based design of second-site suppressors.,Proc Natl Acad Sci U S A,12.779
11081512,0028-0836,,Ruvkun G,,Conservation of the sequence and temporal expression of let-7 heterochronic regulatory RNA.,Nature,69.504
11081513,0028-0836,,Seydoux G,,Polarization of the anterior-posterior axis of C. elegans is a microtubule-directed process.,Nature,69.504
11053114,0006-3495,1542-0086,Treinin M,PMC1301122,GFP is a selective non-linear optical sensor of electrophysiological processes in Caenorhabditis elegans.,Biophys J,3.699
11099033,0028-0836,,Ahringer J,,Functional genomic analysis of C. elegans chromosome I by systematic RNA interference.,Nature,69.504
11099034,0028-0836,,Hyman AA,,Functional genomic analysis of cell division in C. elegans using RNAi of genes on chromosome III.,Nature,69.504
11063683,0016-6731,,Thomas JH,PMC1461310,Suppressors of transforming growth factor-beta pathway mutants in the Caenorhabditis elegans dauer formation pathway.,Genetics,4.402
11063684,0016-6731,,Thomas JH,PMC1461313,Dauer formation induced by high temperatures in Caenorhabditis elegans.,Genetics,4.402
11063685,0016-6731,,Thomas JH,PMC1461315,Calcium/calmodulin-dependent protein kinase II regulates Caenorhabditis elegans locomotion in concert with a G(o)/G(q) signaling network.,Genetics,4.402
11063686,0016-6731,,Tuck S,PMC1461318,Caenorhabditis elegans lin-25: a study of its role in multiple cell fate specification events involving Ras and the identification and characterization of evolutionarily conserved domains.,Genetics,4.402
11063687,0016-6731,,Kim SK,PMC1461321,Protruding vulva mutants identify novel loci and Wnt signaling factors that function during Caenorhabditis elegans vulva development.,Genetics,4.402
10976055,0950-1991,,Jin Y,,The C. elegans NeuroD homolog cnd-1 functions in multiple aspects of motor neuron fate specification.,Development,6.862
11058122,0305-1048,1362-4962,Higashitani A,PMC113154,Hyper-resistance of meiotic cells to radiation due to a strong expression of a single recA-like gene in Caenorhabditis elegans.,Nucleic Acids Res,19.16
11071916,1059-1524,,Kramer JM,PMC15046,Nidogen is nonessential and not required for normal type IV collagen localization in Caenorhabditis elegans.,Mol Biol Cell,3.612
11100728,0028-0836,,Horvitz HR,,MOD-1 is a serotonin-gated chloride channel that modulates locomotory behaviour in C. elegans.,Nature,69.504
11071918,1059-1524,,Gruenbaum Y,PMC15048,"Essential roles for Caenorhabditis elegans lamin gene in nuclear organization, cell cycle progression, and spatial organization of nuclear pore complexes.",Mol Biol Cell,3.612
11071924,1059-1524,,Sternberg PW,PMC15054,"Requirements of multiple domains of SLI-1, a Caenorhabditis elegans homologue of c-Cbl, and an inhibitory tyrosine in LET-23 in regulating vulval differentiation.",Mol Biol Cell,3.612
11092748,1042-5179,1026-7913,Ferris DK,,Caenorhabditis elegans contains a third polo-like kinase gene.,DNA Seq,
11071784,0012-1606,,Moerman DG,,The let-268 locus of Caenorhabditis elegans encodes a procollagen lysyl hydroxylase that is essential for type IV collagen secretion.,Dev Biol,3.148
11072073,0006-3002,,Larsen PL,,Structure and expression of daf-12: a nuclear hormone receptor with three isoforms that are involved in development and aging in Caenorhabditis elegans.,Biochim Biophys Acta,
11078724,0363-6143,,Melvin JE,,Into ion channel and transporter function. Caenorhabditis elegans ClC-type chloride channels: novel variants and functional expression.,Am J Physiol Cell Physiol,5.282
11105754,1355-8382,1469-9001,Müller B,PMC1370024,Specificities of Caenorhabditis elegans and human hairpin binding proteins for the first nucleotide in the histone mRNA hairpin loop.,RNA,5.636
11069285,0027-8424,1091-6490,Hekimi S,PMC27208,"ROP-1, an RNA quality-control pathway component, affects Caenorhabditis elegans dauer formation.",Proc Natl Acad Sci U S A,12.779
11106747,1097-2765,,Fire A,,Functional anatomy of a dsRNA trigger: differential requirement for the two trigger strands in RNA interference.,Mol Cell,19.328
11086294,0021-9967,,Hutton JC,,"IDA-1, a Caenorhabditis elegans homolog of the diabetic autoantigens IA-2 and phogrin, is expressed in peptidergic neurons in the worm.",J Comp Neurol,3.028
11180807,0949-944X,,Bürglin TR,,Graded expression of ceh-14 reporters in the hypodermis is induced by a gonadal signal.,Dev Genes Evol,2.116
11023862,0950-1991,,Kenyon C,,Multiple levels of regulation specify the polarity of an asymmetric cell division in C. elegans.,Development,6.862
11023868,0950-1991,,Kenyon C,,"Establishment of left/right asymmetry in neuroblast migration by UNC-40/DCC, UNC-73/Trio and DPY-19 proteins in C. elegans.",Development,6.862
11060233,0950-1991,,Hedgecock EM,,The C. elegans F-box/WD-repeat protein LIN-23 functions to limit cell division during development.,Development,6.862
11102360,0016-6731,,Andrews NM,PMC1461380,Null mutations in the lin-31 gene indicate two functions during Caenorhabditis elegans vulval development.,Genetics,4.402
11102361,0016-6731,,Meyer BJ,PMC1461385,The Caenorhabditis elegans dosage compensation machinery is recruited to X chromosome DNA attached to an autosome.,Genetics,4.402
11102362,0016-6731,,Ward S,PMC1461390,spe-29 encodes a small predicted membrane protein required for the initiation of sperm activation in Caenorhabditis elegans.,Genetics,4.402
