Go_Id,Category,Term
GO:0033619,Biological_process,membrane protein proteolysis
GO:0033627,Biological_process,cell adhesion mediated by integrin
GO:0033631,Biological_process,cell-cell adhesion mediated by integrin
GO:0033700,Biological_process,phospholipid efflux
GO:0033962,Biological_process,P-body assembly
GO:0034058,Biological_process,endosomal vesicle fusion
GO:0034059,Biological_process,response to anoxia
GO:0034063,Biological_process,stress granule assembly
GO:0034067,Biological_process,protein localization to Golgi apparatus
GO:0034080,Biological_process,CENP-A containing chromatin assembly
GO:0034085,Biological_process,establishment of sister chromatid cohesion
GO:0034087,Biological_process,establishment of mitotic sister chromatid cohesion
GO:0034088,Biological_process,maintenance of mitotic sister chromatid cohesion
GO:0034089,Biological_process,establishment of meiotic sister chromatid cohesion
GO:0034090,Biological_process,maintenance of meiotic sister chromatid cohesion
GO:0034128,Biological_process,negative regulation of MyD88-independent toll-like receptor signaling pathway
GO:0034164,Biological_process,negative regulation of toll-like receptor 9 signaling pathway
GO:0034198,Biological_process,cellular response to amino acid starvation
GO:0034203,Biological_process,glycolipid translocation
GO:0034205,Biological_process,amyloid-beta formation
GO:0034219,Biological_process,carbohydrate transmembrane transport
GO:0034220,Biological_process,monoatomic ion transmembrane transport
GO:0034227,Biological_process,tRNA thio-modification
GO:0034243,Biological_process,regulation of transcription elongation by RNA polymerase II
GO:0034244,Biological_process,negative regulation of transcription elongation by RNA polymerase II
GO:0034247,Biological_process,snoRNA splicing
GO:0034314,Biological_process,Arp2/3 complex-mediated actin nucleation
GO:0034315,Biological_process,regulation of Arp2/3 complex-mediated actin nucleation
GO:0034316,Biological_process,negative regulation of Arp2/3 complex-mediated actin nucleation
GO:0034333,Biological_process,adherens junction assembly
GO:0034334,Biological_process,adherens junction maintenance
GO:0034354,Biological_process,'de novo' NAD biosynthetic process from tryptophan
GO:0034355,Biological_process,NAD salvage
GO:0034377,Biological_process,plasma lipoprotein particle assembly
GO:0034389,Biological_process,lipid droplet organization
GO:0034394,Biological_process,protein localization to cell surface
GO:0034398,Biological_process,telomere tethering at nuclear periphery
GO:0034446,Biological_process,substrate adhesion-dependent cell spreading
GO:0034454,Biological_process,microtubule anchoring at centrosome
GO:0034462,Biological_process,small-subunit processome assembly
GO:0034470,Biological_process,ncRNA processing
GO:0034472,Biological_process,snRNA 3'-end processing
GO:0034473,Biological_process,U1 snRNA 3'-end processing
GO:0034474,Biological_process,U2 snRNA 3'-end processing
GO:0034475,Biological_process,U4 snRNA 3'-end processing
GO:0034476,Biological_process,U5 snRNA 3'-end processing
GO:0034477,Biological_process,U6 snRNA 3'-end processing
GO:0034497,Biological_process,protein localization to phagophore assembly site
GO:0034498,Biological_process,early endosome to Golgi transport
GO:0034499,Biological_process,late endosome to Golgi transport
GO:0034501,Biological_process,protein localization to kinetochore
GO:0034502,Biological_process,protein localization to chromosome
GO:0034504,Biological_process,protein localization to nucleus
GO:0034514,Biological_process,mitochondrial unfolded protein response
GO:0034517,Biological_process,ribophagy
GO:0034551,Biological_process,mitochondrial respiratory chain complex III assembly
GO:0034553,Biological_process,mitochondrial respiratory chain complex II assembly
GO:0034585,Biological_process,21U-RNA metabolic process
GO:0034587,Biological_process,piRNA processing
GO:0034599,Biological_process,cellular response to oxidative stress
GO:0034605,Biological_process,cellular response to heat
GO:0034606,Biological_process,response to hermaphrodite contact
GO:0034607,Biological_process,turning behavior involved in mating
GO:0034608,Biological_process,vulval location
GO:0034609,Biological_process,spicule insertion
GO:0034614,Biological_process,cellular response to reactive oxygen species
GO:0034620,Biological_process,cellular response to unfolded protein
GO:0034625,Biological_process,"fatty acid elongation, monounsaturated fatty acid"
GO:0034626,Biological_process,"fatty acid elongation, polyunsaturated fatty acid"
GO:0034633,Biological_process,retinol transport
GO:0034638,Biological_process,phosphatidylcholine catabolic process
GO:0034644,Biological_process,cellular response to UV
GO:0034654,Biological_process,nucleobase-containing compound biosynthetic process
GO:0034727,Biological_process,piecemeal microautophagy of the nucleus
GO:0034728,Biological_process,nucleosome organization
GO:0034755,Biological_process,iron ion transmembrane transport
GO:0034765,Biological_process,regulation of monoatomic ion transmembrane transport
GO:0034769,Biological_process,basement membrane disassembly
GO:0034975,Biological_process,protein folding in endoplasmic reticulum
GO:0034976,Biological_process,response to endoplasmic reticulum stress
GO:0034982,Biological_process,mitochondrial protein processing
GO:0035017,Biological_process,cuticle pattern formation
GO:0035020,Biological_process,regulation of Rac protein signal transduction
GO:0035021,Biological_process,negative regulation of Rac protein signal transduction
GO:0035022,Biological_process,positive regulation of Rac protein signal transduction
GO:0035023,Biological_process,regulation of Rho protein signal transduction
GO:0035025,Biological_process,positive regulation of Rho protein signal transduction
GO:0035037,Biological_process,sperm entry
GO:0035046,Biological_process,pronuclear migration
GO:0035047,Biological_process,centrosomal and pronuclear rotation
GO:0035082,Biological_process,axoneme assembly
GO:0035095,Biological_process,behavioral response to nicotine
GO:0035148,Biological_process,tube formation
GO:0035150,Biological_process,regulation of tube size
GO:0035176,Biological_process,social behavior
GO:0035177,Biological_process,larval foraging behavior
GO:0035188,Biological_process,hatching
GO:0035194,Biological_process,regulatory ncRNA-mediated post-transcriptional gene silencing
GO:0035195,Biological_process,miRNA-mediated post-transcriptional gene silencing
GO:0035196,Biological_process,miRNA processing
GO:0035211,Biological_process,spermathecum morphogenesis
GO:0035235,Biological_process,ionotropic glutamate receptor signaling pathway
GO:0035246,Biological_process,peptidyl-arginine N-methylation
GO:0035249,Biological_process,"synaptic transmission, glutamatergic"
GO:0035262,Biological_process,gonad morphogenesis
GO:0035264,Biological_process,multicellular organism growth
GO:0035269,Biological_process,protein O-linked mannosylation
GO:0035279,Biological_process,miRNA-mediated gene silencing by mRNA destabilization
GO:0035295,Biological_process,tube development
GO:0035303,Biological_process,regulation of dephosphorylation
GO:0035307,Biological_process,positive regulation of protein dephosphorylation
GO:0035308,Biological_process,negative regulation of protein dephosphorylation
GO:0035329,Biological_process,hippo signaling
GO:0035330,Biological_process,regulation of hippo signaling
GO:0035331,Biological_process,negative regulation of hippo signaling
GO:0035332,Biological_process,positive regulation of hippo signaling
GO:0035336,Biological_process,long-chain fatty-acyl-CoA metabolic process
GO:0035348,Biological_process,acetyl-CoA transmembrane transport
GO:0035350,Biological_process,FAD transmembrane transport
GO:0035351,Biological_process,heme transmembrane transport
GO:0035352,Biological_process,NAD transmembrane transport
GO:0035372,Biological_process,protein localization to microtubule
GO:0035385,Biological_process,Roundabout signaling pathway
GO:0035418,Biological_process,protein localization to synapse
GO:0035434,Biological_process,copper ion transmembrane transport
GO:0035435,Biological_process,phosphate ion transmembrane transport
GO:0035445,Biological_process,borate transmembrane transport
GO:0035461,Biological_process,vitamin transmembrane transport
GO:0035493,Biological_process,SNARE complex assembly
GO:0035494,Biological_process,SNARE complex disassembly
GO:0035513,Biological_process,oxidative RNA demethylation
GO:0035519,Biological_process,protein K29-linked ubiquitination
GO:0035524,Biological_process,proline transmembrane transport
GO:0035545,Biological_process,determination of left/right asymmetry in nervous system
GO:0035556,Biological_process,intracellular signal transduction
GO:0035567,Biological_process,non-canonical Wnt signaling pathway
GO:0035600,Biological_process,tRNA methylthiolation
GO:0035608,Biological_process,protein deglutamylation
GO:0035621,Biological_process,ER to Golgi ceramide transport
GO:0035627,Biological_process,ceramide transport
GO:0035641,Biological_process,locomotory exploration behavior
GO:0035694,Biological_process,mitochondrial protein catabolic process
GO:0035695,Biological_process,mitophagy by internal vacuole formation
GO:0035720,Biological_process,intraciliary anterograde transport
GO:0035721,Biological_process,intraciliary retrograde transport
GO:0035725,Biological_process,sodium ion transmembrane transport
GO:0035735,Biological_process,intraciliary transport involved in cilium assembly
GO:0035864,Biological_process,response to potassium ion
GO:0035882,Biological_process,defecation rhythm
GO:0035915,Biological_process,pore formation in membrane of another organism
GO:0035965,Biological_process,cardiolipin acyl-chain remodeling
GO:0035966,Biological_process,response to topologically incorrect protein
